id,water_level,co2_ppm,soil_moisture,air_temp,air_humidity,door_status,growth_stage,light_status,time_created
228,"NOT EMPTY",1640.00,MOIST,21.80,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
229,"NOT EMPTY",1428.00,MOIST,21.80,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
230,"NOT EMPTY",1250.00,MOIST,21.80,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
231,"NOT EMPTY",1103.00,MOIST,21.80,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
232,"NOT EMPTY",1205.00,MOIST,21.80,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
233,"NOT EMPTY",1327.00,MOIST,21.80,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
234,"NOT EMPTY",1493.00,MOIST,21.80,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
235,"NOT EMPTY",1605.00,MOIST,21.90,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
236,"NOT EMPTY",1713.00,MOIST,21.90,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
237,"NOT EMPTY",1784.00,MOIST,21.90,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
238,"NOT EMPTY",1798.00,MOIST,21.90,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
239,"NOT EMPTY",1797.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
240,"NOT EMPTY",1798.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
241,"NOT EMPTY",1801.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
242,"NOT EMPTY",1798.00,MOIST,22.00,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
243,"NOT EMPTY",1786.00,MOIST,22.00,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
244,"NOT EMPTY",1543.00,MOIST,22.00,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
245,"NOT EMPTY",1290.00,MOIST,21.90,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
246,"NOT EMPTY",1148.00,MOIST,22.00,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
247,"NOT EMPTY",1513.00,MOIST,22.00,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
248,"NOT EMPTY",1673.00,MOIST,22.00,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
249,"NOT EMPTY",1529.00,MOIST,22.00,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
250,"NOT EMPTY",1265.00,MOIST,22.00,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
251,"NOT EMPTY",1130.00,MOIST,21.90,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
252,"NOT EMPTY",1491.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
253,"NOT EMPTY",1585.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
254,"NOT EMPTY",1663.00,MOIST,21.90,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
255,"NOT EMPTY",1756.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
256,"NOT EMPTY",1813.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
257,"NOT EMPTY",1852.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
258,"NOT EMPTY",1852.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
259,"NOT EMPTY",1849.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
260,"NOT EMPTY",1841.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
261,"NOT EMPTY",1834.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
262,"NOT EMPTY",1826.00,MOIST,22.10,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
263,"NOT EMPTY",1784.00,MOIST,22.10,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
264,"NOT EMPTY",1562.00,MOIST,22.10,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
265,"NOT EMPTY",1305.00,MOIST,22.10,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
266,"NOT EMPTY",1106.00,MOIST,22.00,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
267,"NOT EMPTY",1459.00,MOIST,22.00,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
268,"NOT EMPTY",1584.00,MOIST,22.00,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
269,"NOT EMPTY",1607.00,MOIST,22.00,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
270,"NOT EMPTY",1533.00,MOIST,22.10,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
271,"NOT EMPTY",1339.00,MOIST,22.00,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
272,"NOT EMPTY",1162.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
273,"NOT EMPTY",1046.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
274,"NOT EMPTY",924.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
275,"NOT EMPTY",858.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
276,"NOT EMPTY",822.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
277,"NOT EMPTY",779.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
278,"NOT EMPTY",760.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
279,"NOT EMPTY",727.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
280,"NOT EMPTY",723.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
281,"NOT EMPTY",716.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
282,"NOT EMPTY",708.00,MOIST,21.90,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
283,"NOT EMPTY",1023.00,MOIST,21.90,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
284,"NOT EMPTY",1532.00,MOIST,21.90,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
285,"NOT EMPTY",1882.00,MOIST,21.90,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
286,"NOT EMPTY",1870.00,MOIST,21.90,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
287,"NOT EMPTY",1626.00,MOIST,21.90,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
288,"NOT EMPTY",1397.00,MOIST,21.90,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
289,"NOT EMPTY",1200.00,MOIST,21.90,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
290,"NOT EMPTY",1365.00,MOIST,21.90,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
291,"NOT EMPTY",1691.00,MOIST,22.00,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
292,"NOT EMPTY",1713.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
293,"NOT EMPTY",1555.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
294,"NOT EMPTY",1378.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
295,"NOT EMPTY",1212.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
296,"NOT EMPTY",1081.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
297,"NOT EMPTY",969.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
298,"NOT EMPTY",905.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
299,"NOT EMPTY",847.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
300,"NOT EMPTY",816.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
301,"NOT EMPTY",793.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
302,"NOT EMPTY",760.00,MOIST,22.00,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
303,"NOT EMPTY",1019.00,MOIST,22.00,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
304,"NOT EMPTY",1342.00,MOIST,21.90,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
305,"NOT EMPTY",1605.00,MOIST,21.90,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
306,"NOT EMPTY",1963.00,MOIST,22.00,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
307,"NOT EMPTY",1930.00,MOIST,22.00,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
308,"NOT EMPTY",1698.00,MOIST,22.00,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
309,"NOT EMPTY",1476.00,MOIST,22.00,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
310,"NOT EMPTY",1264.00,MOIST,22.00,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
311,"NOT EMPTY",1143.00,MOIST,21.90,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
312,"NOT EMPTY",1342.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
313,"NOT EMPTY",1548.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
314,"NOT EMPTY",1676.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
315,"NOT EMPTY",1782.00,MOIST,22.00,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
316,"NOT EMPTY",1805.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
317,"NOT EMPTY",1813.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
318,"NOT EMPTY",1820.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
319,"NOT EMPTY",1819.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
320,"NOT EMPTY",1826.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
321,"NOT EMPTY",1829.00,MOIST,22.20,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
322,"NOT EMPTY",1825.00,MOIST,22.20,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
323,"NOT EMPTY",1785.00,MOIST,22.20,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
324,"NOT EMPTY",1588.00,MOIST,22.20,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
325,"NOT EMPTY",1296.00,MOIST,22.20,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
326,"NOT EMPTY",1198.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
327,"NOT EMPTY",0.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
328,"NOT EMPTY",1679.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
329,"NOT EMPTY",2099.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
330,"NOT EMPTY",2132.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
331,"NOT EMPTY",1842.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
332,"NOT EMPTY",1558.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
333,"NOT EMPTY",1341.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
334,"NOT EMPTY",1188.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
335,"NOT EMPTY",1298.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
336,"NOT EMPTY",1502.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
337,"NOT EMPTY",1640.00,MOIST,22.20,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
338,"NOT EMPTY",1578.00,MOIST,22.20,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
339,"NOT EMPTY",1377.00,MOIST,22.20,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
340,"NOT EMPTY",1223.00,MOIST,22.20,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
341,"NOT EMPTY",1074.00,MOIST,22.20,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
342,"NOT EMPTY",964.00,MOIST,22.20,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
343,"NOT EMPTY",895.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
344,"NOT EMPTY",846.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
345,"NOT EMPTY",817.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
346,"NOT EMPTY",787.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
347,"NOT EMPTY",747.00,MOIST,22.10,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
348,"NOT EMPTY",996.00,MOIST,22.10,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
349,"NOT EMPTY",1268.00,MOIST,22.10,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
350,"NOT EMPTY",1485.00,MOIST,22.10,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
351,"NOT EMPTY",1643.00,MOIST,22.10,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
352,"NOT EMPTY",1978.00,MOIST,22.10,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
353,"NOT EMPTY",1949.00,MOIST,22.10,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
354,"NOT EMPTY",1668.00,MOIST,22.10,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
355,"NOT EMPTY",1444.00,MOIST,22.10,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
356,"NOT EMPTY",1283.00,MOIST,22.10,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
357,"NOT EMPTY",1129.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
358,"NOT EMPTY",1010.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
359,"NOT EMPTY",952.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
360,"NOT EMPTY",874.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
361,"NOT EMPTY",831.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
362,"NOT EMPTY",813.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
363,"NOT EMPTY",781.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
364,"NOT EMPTY",757.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
365,"NOT EMPTY",750.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
366,"NOT EMPTY",739.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
367,"NOT EMPTY",732.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
368,"NOT EMPTY",1009.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
369,"NOT EMPTY",1371.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
370,"NOT EMPTY",1574.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
371,"NOT EMPTY",1925.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
372,"NOT EMPTY",1880.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
373,"NOT EMPTY",1650.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
374,"NOT EMPTY",1441.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
375,"NOT EMPTY",1257.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
376,"NOT EMPTY",1108.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
377,"NOT EMPTY",1373.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
378,"NOT EMPTY",1626.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
379,"NOT EMPTY",1705.00,MOIST,22.10,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
380,"NOT EMPTY",1757.00,MOIST,22.20,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
381,"NOT EMPTY",1802.00,MOIST,22.20,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
382,"NOT EMPTY",1821.00,MOIST,22.20,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
383,"NOT EMPTY",1829.00,MOIST,22.20,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
384,"NOT EMPTY",1824.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
385,"NOT EMPTY",1821.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
386,"NOT EMPTY",1820.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
387,"NOT EMPTY",1806.00,MOIST,22.30,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
388,"NOT EMPTY",1769.00,MOIST,22.30,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
389,"NOT EMPTY",1577.00,MOIST,22.30,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
390,"NOT EMPTY",1322.00,MOIST,22.30,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
391,"NOT EMPTY",1185.00,MOIST,22.30,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
392,"NOT EMPTY",1324.00,MOIST,22.30,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
393,"NOT EMPTY",1480.00,MOIST,22.20,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
394,"NOT EMPTY",1642.00,MOIST,22.30,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
395,"NOT EMPTY",1698.00,MOIST,22.30,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
396,"NOT EMPTY",1561.00,MOIST,22.30,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
397,"NOT EMPTY",1352.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
398,"NOT EMPTY",1194.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
399,"NOT EMPTY",1076.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
400,"NOT EMPTY",977.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
401,"NOT EMPTY",941.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
402,"NOT EMPTY",872.00,MOIST,22.20,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
403,"NOT EMPTY",830.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
404,"NOT EMPTY",813.00,MOIST,22.20,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
405,"NOT EMPTY",781.00,MOIST,22.20,0.00,OPEN,Night,OFF,"2018-07-27 12:22:20.795478"
406,"NOT EMPTY",745.00,MOIST,22.20,0.00,OPEN,Night,OFF,"2018-07-27 12:22:20.795478"
407,"NOT EMPTY",726.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
408,"NOT EMPTY",1261.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
409,"NOT EMPTY",1589.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
410,"NOT EMPTY",1493.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
411,"NOT EMPTY",1342.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
412,"NOT EMPTY",1198.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
413,"NOT EMPTY",1599.00,"NEEDS WATER",22.10,0.00,OPEN,Vegetative,ON,"2018-07-27 12:22:20.795478"
414,"NOT EMPTY",1813.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
415,"NOT EMPTY",1293.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
416,"NOT EMPTY",1041.00,MOIST,22.10,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
417,"NOT EMPTY",1308.00,MOIST,22.20,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
418,"NOT EMPTY",1651.00,MOIST,22.20,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
419,"NOT EMPTY",1732.00,MOIST,22.20,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
420,"NOT EMPTY",1732.00,MOIST,22.20,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
421,"NOT EMPTY",1737.00,MOIST,22.20,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
422,"NOT EMPTY",1733.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
423,"NOT EMPTY",1723.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
424,"NOT EMPTY",1711.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
425,"NOT EMPTY",1699.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
426,"NOT EMPTY",1684.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
427,"NOT EMPTY",1681.00,MOIST,22.40,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
428,"NOT EMPTY",1678.00,MOIST,22.40,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
429,"NOT EMPTY",1481.00,MOIST,22.40,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
430,"NOT EMPTY",1258.00,MOIST,22.30,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
431,"NOT EMPTY",1143.00,MOIST,22.30,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
432,"NOT EMPTY",1428.00,MOIST,22.30,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
433,"NOT EMPTY",1766.00,MOIST,22.30,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
434,"NOT EMPTY",1740.00,MOIST,22.30,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
435,"NOT EMPTY",1541.00,MOIST,22.30,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
436,"NOT EMPTY",1368.00,MOIST,22.30,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
437,"NOT EMPTY",1196.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
438,"NOT EMPTY",1100.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
439,"NOT EMPTY",992.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
440,"NOT EMPTY",939.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
441,"NOT EMPTY",874.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
442,"NOT EMPTY",847.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
443,"NOT EMPTY",832.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
444,"NOT EMPTY",802.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
445,"NOT EMPTY",783.00,MOIST,22.20,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
446,"NOT EMPTY",779.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
447,"NOT EMPTY",772.00,MOIST,22.20,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
448,"NOT EMPTY",958.00,MOIST,22.20,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
449,"NOT EMPTY",1317.00,MOIST,22.20,0.00,OPEN,Vegetative,ON,"2018-07-27 12:22:20.795478"
450,"NOT EMPTY",1448.00,MOIST,22.20,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
451,"NOT EMPTY",1453.00,MOIST,22.20,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
452,"NOT EMPTY",1559.00,MOIST,22.30,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
453,"NOT EMPTY",1605.00,MOIST,22.30,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
