id,water_level,co2_ppm,soil_moisture,air_temp,air_humidity,door_status,growth_stage,light_status,time_created
454,"NOT EMPTY",1564.00,MOIST,22.30,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
455,"NOT EMPTY",1291.00,MOIST,22.30,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
456,"NOT EMPTY",1175.00,MOIST,22.30,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
457,"NOT EMPTY",1433.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
458,"NOT EMPTY",1646.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
459,"NOT EMPTY",1702.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
460,"NOT EMPTY",1772.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
461,"NOT EMPTY",1816.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
462,"NOT EMPTY",1806.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
463,"NOT EMPTY",1791.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
464,"NOT EMPTY",1787.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
465,"NOT EMPTY",1796.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
466,"NOT EMPTY",1805.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
467,"NOT EMPTY",1806.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
468,"NOT EMPTY",1793.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
469,"NOT EMPTY",1583.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
470,"NOT EMPTY",1343.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
471,"NOT EMPTY",1200.00,MOIST,22.40,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
472,"NOT EMPTY",1488.00,MOIST,22.40,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
473,"NOT EMPTY",1716.00,MOIST,22.40,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
474,"NOT EMPTY",1726.00,MOIST,22.40,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
475,"NOT EMPTY",1519.00,MOIST,22.40,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
476,"NOT EMPTY",1396.00,MOIST,22.40,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
477,"NOT EMPTY",1228.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
478,"NOT EMPTY",1096.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
479,"NOT EMPTY",1010.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
480,"NOT EMPTY",936.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
481,"NOT EMPTY",891.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
482,"NOT EMPTY",861.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
483,"NOT EMPTY",829.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
484,"NOT EMPTY",818.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
485,"NOT EMPTY",809.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
486,"NOT EMPTY",795.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
487,"NOT EMPTY",784.00,MOIST,22.30,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
488,"NOT EMPTY",1151.00,MOIST,22.30,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
489,"NOT EMPTY",1590.00,MOIST,22.30,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
490,"NOT EMPTY",1887.00,MOIST,22.30,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
491,"NOT EMPTY",1888.00,MOIST,22.30,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
492,"NOT EMPTY",1685.00,MOIST,22.30,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
493,"NOT EMPTY",1507.00,MOIST,22.30,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
494,"NOT EMPTY",1314.00,MOIST,22.30,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
495,"NOT EMPTY",1189.00,MOIST,22.30,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
496,"NOT EMPTY",1459.00,MOIST,22.30,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
497,"NOT EMPTY",1664.00,MOIST,22.30,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
498,"NOT EMPTY",1714.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
499,"NOT EMPTY",1790.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
500,"NOT EMPTY",1855.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
501,"NOT EMPTY",1861.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
502,"NOT EMPTY",1876.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
503,"NOT EMPTY",1871.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
504,"NOT EMPTY",1866.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
505,"NOT EMPTY",1868.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
506,"NOT EMPTY",1866.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
507,"NOT EMPTY",1861.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
508,"NOT EMPTY",1817.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
509,"NOT EMPTY",1585.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
510,"NOT EMPTY",1360.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
511,"NOT EMPTY",1245.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
512,"NOT EMPTY",1124.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
513,"NOT EMPTY",1392.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
514,"NOT EMPTY",1649.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
515,"NOT EMPTY",1653.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
516,"NOT EMPTY",1531.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
517,"NOT EMPTY",1365.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
518,"NOT EMPTY",1234.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
519,"NOT EMPTY",1084.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
520,"NOT EMPTY",1035.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
521,"NOT EMPTY",972.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
522,"NOT EMPTY",933.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
523,"NOT EMPTY",881.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
524,"NOT EMPTY",853.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
525,"NOT EMPTY",828.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
526,"NOT EMPTY",814.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
527,"NOT EMPTY",814.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
528,"NOT EMPTY",1046.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
529,"NOT EMPTY",1378.00,MOIST,22.30,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
530,"NOT EMPTY",1758.00,MOIST,22.30,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
531,"NOT EMPTY",2065.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
532,"NOT EMPTY",1961.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
533,"NOT EMPTY",1738.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
534,"NOT EMPTY",1463.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
535,"NOT EMPTY",1300.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
536,"NOT EMPTY",1168.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
537,"NOT EMPTY",1261.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
538,"NOT EMPTY",1491.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
539,"NOT EMPTY",1630.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
540,"NOT EMPTY",1687.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
541,"NOT EMPTY",1714.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
542,"NOT EMPTY",1773.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
543,"NOT EMPTY",1784.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
544,"NOT EMPTY",1773.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
545,"NOT EMPTY",1774.00,MOIST,22.60,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
546,"NOT EMPTY",1773.00,MOIST,22.60,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
547,"NOT EMPTY",1781.00,MOIST,22.60,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
548,"NOT EMPTY",1766.00,MOIST,22.60,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
549,"NOT EMPTY",1645.00,MOIST,22.60,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
550,"NOT EMPTY",1383.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
551,"NOT EMPTY",1223.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
552,"NOT EMPTY",1147.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
553,"NOT EMPTY",1266.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
554,"NOT EMPTY",1460.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
555,"NOT EMPTY",1615.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
556,"NOT EMPTY",1636.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
557,"NOT EMPTY",1595.00,MOIST,22.60,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
558,"NOT EMPTY",1438.00,MOIST,22.60,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
559,"NOT EMPTY",1247.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
560,"NOT EMPTY",1125.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
561,"NOT EMPTY",1039.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
562,"NOT EMPTY",955.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
563,"NOT EMPTY",927.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
564,"NOT EMPTY",900.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
565,"NOT EMPTY",874.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
566,"NOT EMPTY",859.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
567,"NOT EMPTY",841.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
568,"NOT EMPTY",1073.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
569,"NOT EMPTY",1478.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
570,"NOT EMPTY",1763.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
571,"NOT EMPTY",2021.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
572,"NOT EMPTY",1969.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
573,"NOT EMPTY",1723.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
574,"NOT EMPTY",1507.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
575,"NOT EMPTY",1317.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
576,"NOT EMPTY",1075.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
577,"NOT EMPTY",1312.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
578,"NOT EMPTY",1592.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
579,"NOT EMPTY",1625.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
580,"NOT EMPTY",1640.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
581,"NOT EMPTY",1657.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
582,"NOT EMPTY",1677.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
583,"NOT EMPTY",1704.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
584,"NOT EMPTY",1713.00,MOIST,22.60,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
585,"NOT EMPTY",1718.00,MOIST,22.60,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
586,"NOT EMPTY",1721.00,MOIST,22.60,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
587,"NOT EMPTY",1723.00,MOIST,22.60,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
588,"NOT EMPTY",1695.00,MOIST,22.60,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
589,"NOT EMPTY",1490.00,MOIST,22.60,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
590,"NOT EMPTY",1297.00,MOIST,22.60,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
591,"NOT EMPTY",1171.00,MOIST,22.60,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
592,"NOT EMPTY",1516.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
593,"NOT EMPTY",1709.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
594,"NOT EMPTY",1609.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
595,"NOT EMPTY",1400.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
596,"NOT EMPTY",1261.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
597,"NOT EMPTY",1168.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
598,"NOT EMPTY",1053.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
599,"NOT EMPTY",955.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
600,"NOT EMPTY",949.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
601,"NOT EMPTY",912.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
602,"NOT EMPTY",881.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
603,"NOT EMPTY",876.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
604,"NOT EMPTY",852.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
605,"NOT EMPTY",838.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
606,"NOT EMPTY",834.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
607,"NOT EMPTY",829.00,MOIST,22.40,0.00,OPEN,Vegetative,ON,"2018-07-27 12:22:20.795478"
608,"NOT EMPTY",834.00,MOIST,22.40,0.00,OPEN,Vegetative,ON,"2018-07-27 12:22:20.795478"
609,"NOT EMPTY",851.00,MOIST,22.40,0.00,OPEN,Vegetative,ON,"2018-07-27 12:22:20.795478"
610,"NOT EMPTY",846.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
611,"NOT EMPTY",999.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
612,"NOT EMPTY",1325.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
613,"NOT EMPTY",1660.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
614,"NOT EMPTY",1906.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
615,"NOT EMPTY",1925.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
616,"NOT EMPTY",1667.00,MOIST,22.40,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
617,"NOT EMPTY",1497.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
618,"NOT EMPTY",1292.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
619,"NOT EMPTY",1161.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
620,"NOT EMPTY",1068.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
621,"NOT EMPTY",991.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
622,"NOT EMPTY",948.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
623,"NOT EMPTY",923.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
624,"NOT EMPTY",898.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
625,"NOT EMPTY",866.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
626,"NOT EMPTY",859.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
627,"NOT EMPTY",849.00,MOIST,22.40,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
628,"NOT EMPTY",1122.00,MOIST,22.40,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
629,"NOT EMPTY",1391.00,MOIST,22.40,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
630,"NOT EMPTY",1707.00,MOIST,22.40,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
631,"NOT EMPTY",2020.00,MOIST,22.40,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
632,"NOT EMPTY",1932.00,MOIST,22.40,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
633,"NOT EMPTY",1689.00,MOIST,22.40,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
634,"NOT EMPTY",1479.00,MOIST,22.40,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
635,"NOT EMPTY",1282.00,MOIST,22.40,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
636,"NOT EMPTY",1176.00,MOIST,22.40,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
637,"NOT EMPTY",1305.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
638,"NOT EMPTY",1474.00,MOIST,22.40,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
639,"NOT EMPTY",1650.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
640,"NOT EMPTY",1770.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
641,"NOT EMPTY",1820.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
642,"NOT EMPTY",1822.00,MOIST,22.60,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
643,"NOT EMPTY",1827.00,MOIST,22.60,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
644,"NOT EMPTY",1831.00,MOIST,22.60,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
645,"NOT EMPTY",1836.00,MOIST,22.60,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
646,"NOT EMPTY",1831.00,MOIST,22.60,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
647,"NOT EMPTY",1819.00,MOIST,22.60,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
648,"NOT EMPTY",1795.00,MOIST,22.70,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
649,"NOT EMPTY",1653.00,MOIST,22.70,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
650,"NOT EMPTY",1408.00,MOIST,22.60,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
651,"NOT EMPTY",1236.00,MOIST,22.60,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
652,"NOT EMPTY",1112.00,MOIST,22.60,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
653,"NOT EMPTY",1444.00,MOIST,22.60,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
654,"NOT EMPTY",1634.00,MOIST,22.60,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
655,"NOT EMPTY",1640.00,MOIST,22.60,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
656,"NOT EMPTY",1576.00,MOIST,22.60,0.00,CLOSED,Vegetative,ON,"2018-07-27 12:22:20.795478"
657,"NOT EMPTY",1357.00,MOIST,22.60,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
658,"NOT EMPTY",1219.00,MOIST,22.60,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
659,"NOT EMPTY",1112.00,MOIST,22.60,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
660,"NOT EMPTY",1034.00,MOIST,22.60,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
661,"NOT EMPTY",946.00,MOIST,22.60,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
662,"NOT EMPTY",920.00,MOIST,22.60,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
663,"NOT EMPTY",888.00,MOIST,22.60,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
664,"NOT EMPTY",859.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
665,"NOT EMPTY",850.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
666,"NOT EMPTY",837.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
667,"NOT EMPTY",830.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
668,"NOT EMPTY",1196.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
669,"NOT EMPTY",1650.00,MOIST,22.50,0.00,OPEN,Fruition,ON,"2018-07-27 12:22:20.795478"
670,"NOT EMPTY",1886.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
671,"NOT EMPTY",1742.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
672,"NOT EMPTY",1538.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
673,"NOT EMPTY",1334.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
674,"NOT EMPTY",1218.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
675,"NOT EMPTY",1111.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
676,"NOT EMPTY",1324.00,MOIST,22.50,0.00,CLOSED,Fruition,ON,"2018-07-27 12:22:20.795478"
677,"NOT EMPTY",1714.00,MOIST,22.50,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
678,"NOT EMPTY",1806.00,MOIST,22.60,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
679,"NOT EMPTY",1802.00,MOIST,22.60,0.00,CLOSED,Night,OFF,"2018-07-27 12:22:20.795478"
